Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Customer_Status_Predicted
447076-DEL,Female,21,Yes,Kerala,3,3,Deal 1,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.06471995430834,201.194159862925,0.0,0,278.99,480.184159862925,Joined,Others,Others,1
909471-KER,Female,79,No,Rajasthan,3,3,Deal 4,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,77.84048323369903,233.5214497010971,0.0,0,153.52,387.0414497010971,Joined,Others,Others,1
450697-UPR,Female,59,Yes,Maharashtra,7,2,Deal 1,Yes,No,Yes,DSL,No,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,82.22430876819641,164.4486175363928,0.0,20,408.86,573.3086175363928,Joined,Others,Others,1
440354-GUJ,Female,20,No,Delhi,12,1,Deal 3,Yes,No,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,79.1528616147136,79.1528616147136,0.0,0,0.25,79.4028616147136,Joined,Others,Others,1
141340-RAJ,Female,39,No,Delhi,9,2,Deal 1,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.33227819957166,162.6645563991433,0.0,0,288.0,450.6645563991433,Joined,Others,Others,1
736712-GUJ,Female,81,No,Karnataka,4,1,Deal 5,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,50.3123097484035,50.3123097484035,0.0,0,74.21,124.5223097484035,Joined,Others,Others,1
416855-PUN,Female,21,No,Gujarat,8,2,Deal 3,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,49.74639447259149,99.49278894518298,0.0,0,185.8,285.292788945183,Joined,Others,Others,1
384257-GUJ,Female,18,No,Gujarat,8,2,Deal 4,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,59.38354393746148,118.767087874923,0.0,0,71.73,190.4970878749229,Joined,Others,Others,1
972035-DEL,Female,80,Yes,Delhi,2,1,Deal 5,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.41079717338864,73.41079717338864,0.0,0,2.1,75.51079717338864,Joined,Others,Others,1
140136-KAR,Female,73,No,West Bengal,8,2,Deal 4,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,73.75149027486852,147.502980549737,0.0,10,332.66,480.1629805497371,Joined,Others,Others,1
615882-DEL,Female,79,Yes,West Bengal,14,3,Deal 2,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,62.43637056128414,187.3091116838524,0.0,0,453.55,640.8591116838525,Joined,Others,Others,1
151786-DEL,Female,34,Yes,Delhi,13,3,Deal 4,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,77.54092755489128,232.6227826646738,0.0,0,128.32,360.9427826646738,Joined,Others,Others,1
962552-MAH,Female,24,No,Delhi,13,2,Deal 1,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,71.58095100726838,143.1619020145368,0.0,0,469.07,612.2319020145368,Joined,Others,Others,1
774502-DEL,Female,26,No,Delhi,1,2,Deal 3,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.77759333665971,101.5551866733194,0.0,0,84.02,185.5751866733195,Joined,Others,Others,1
641440-WES,Female,30,Yes,Delhi,14,2,Deal 1,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,67.92744676381018,135.8548935276204,0.0,10,292.43,428.2848935276204,Joined,Others,Others,1
425499-MAH,Female,24,No,Kerala,9,2,Deal 1,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.408695179353,198.817390358706,0.0,0,0.43,199.247390358706,Joined,Others,Others,1
562176-GUJ,Female,64,Yes,Rajasthan,6,1,Deal 1,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,69.21863786901591,69.21863786901591,0.0,0,177.1,246.3186378690159,Joined,Others,Others,1
366167-WES,Female,30,Yes,Rajasthan,6,3,Deal 1,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.48830924070859,238.4649277221258,0.0,0,263.82,502.2849277221258,Joined,Others,Others,1
594735-MAH,Female,52,Yes,Delhi,3,1,Deal 1,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,63.23982811823095,63.23982811823095,0.0,0,262.61,325.849828118231,Joined,Others,Others,1
186928-MAH,Female,68,Yes,Karnataka,13,3,Deal 1,No,No,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.44840782086492,205.3452234625948,0.0,0,381.58,586.9252234625947,Joined,Others,Others,1
754229-KAR,Female,46,No,Maharashtra,11,1,Deal 3,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,64.8691638993375,64.8691638993375,0.0,0,36.56,101.4291638993375,Joined,Others,Others,1
823486-UPR,Female,58,Yes,West Bengal,6,1,Deal 1,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,77.24628682285756,77.24628682285756,0.0,10,325.08,402.3262868228575,Joined,Others,Others,1
187212-UPR,Female,67,No,Punjab,10,3,Deal 1,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,53.58840842733517,160.7652252820055,0.0,0,248.06,408.8252252820055,Joined,Others,Others,1
285964-RAJ,Female,59,No,Delhi,2,2,Deal 5,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.08173994967828,174.1634798993566,0.0,0,146.75,320.9134798993566,Joined,Others,Others,1
366152-DEL,Female,32,No,Delhi,5,3,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.506413415153,187.519240245459,0.0,10,290.33,477.849240245459,Joined,Others,Others,1
338117-WES,Female,22,Yes,Punjab,10,3,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,68.84495522166698,206.5348656650009,42.25,50,408.65,572.9348656650009,Joined,Others,Others,1
244867-RAJ,Female,29,Yes,Punjab,12,2,Deal 5,Yes,No,Yes,DSL,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,77.96937201986309,155.9387440397262,0.0,10,120.99,276.9287440397261,Joined,Others,Others,1
609220-WES,Female,79,Yes,Delhi,4,1,Deal 2,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.90124572326832,55.90124572326832,36.32,0,236.54,256.1212457232683,Joined,Others,Others,1
955938-WES,Female,37,No,Gujarat,9,3,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,72.43705806556657,217.3111741966997,0.0,0,104.19,321.5011741966997,Joined,Others,Others,1
251967-KAR,Female,65,No,Delhi,7,1,Deal 4,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,75.2025402782652,75.2025402782652,0.0,0,296.37,371.5725402782652,Joined,Others,Others,1
293481-PUN,Female,49,No,Delhi,4,2,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,56.11349976536435,112.2269995307287,0.0,0,310.23,422.4569995307287,Joined,Others,Others,1
598758-UPR,Female,27,Yes,Gujarat,9,2,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,61.27263730099592,122.5452746019918,42.65,0,185.29,265.1852746019919,Joined,Others,Others,1
453857-GUJ,Female,20,No,Maharashtra,10,1,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,64.68631023021618,64.68631023021618,0.0,0,410.56,475.2463102302162,Joined,Others,Others,1
711272-KAR,Female,61,Yes,Kerala,3,3,Deal 5,Yes,No,No,DSL,No,No,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,49.93219456273254,149.7965836881976,0.0,0,437.65,587.4465836881976,Joined,Others,Others,1
342802-PUN,Female,28,No,Maharashtra,14,3,Deal 1,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,58.63920173745983,175.9176052123795,0.0,20,167.42,343.3376052123795,Joined,Others,Others,1
571058-MAH,Female,56,No,Rajasthan,10,2,Deal 1,Yes,No,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.08888947947838,162.1777789589568,0.0,0,373.64,535.8177789589568,Joined,Others,Others,1
196950-WES,Female,65,Yes,Uttar Pradesh,5,2,Deal 5,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,52.53474654919314,105.0694930983863,34.02,10,33.9,104.9494930983863,Joined,Others,Others,1
772634-WES,Female,25,Yes,Delhi,12,3,Deal 5,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No,No,One Year,Yes,Credit Card,74.9628409167309,224.8885227501927,0.0,20,91.46,316.3485227501927,Joined,Others,Others,1
335020-KER,Female,26,Yes,Delhi,10,2,Deal 2,Yes,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,75.36742489726954,150.7348497945391,0.0,0,318.06,468.7948497945391,Joined,Others,Others,1
155063-MAH,Female,79,Yes,Kerala,6,1,Deal 5,Yes,No,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,70.9768480041777,70.9768480041777,0.0,0,57.42,128.3968480041777,Joined,Others,Others,1
678979-DEL,Female,23,No,Gujarat,3,1,Deal 3,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,79.25222727073336,79.25222727073336,0.0,0,95.16,174.4122272707334,Joined,Others,Others,1
916309-KER,Female,20,Yes,Delhi,12,3,Deal 3,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,89.54277792318305,268.6283337695492,0.0,0,361.97,630.5983337695492,Joined,Others,Others,1
516673-RAJ,Female,69,Yes,Rajasthan,12,2,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,81.206835257205,162.41367051441,0.0,0,112.53,274.94367051441,Joined,Others,Others,1
653098-KER,Female,46,No,Gujarat,13,2,Deal 4,Yes,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.29022262728833,156.5804452545767,0.0,0,462.62,619.2004452545766,Joined,Others,Others,1
820489-PUN,Female,52,Yes,Kerala,10,1,Deal 3,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.60775186049662,48.60775186049662,0.0,0,386.99,435.5977518604966,Joined,Others,Others,1
146638-TAM,Female,21,No,Punjab,7,1,Deal 4,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,82.29714323070871,82.29714323070871,0.0,0,291.83,374.1271432307087,Joined,Others,Others,1
996811-UPR,Female,71,No,Punjab,9,2,Deal 3,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,74.36073593335539,148.7214718667108,0.0,0,98.71,247.4314718667108,Joined,Others,Others,1
191627-TAM,Female,37,No,Delhi,14,1,Deal 4,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.41333171803603,85.41333171803603,0.0,0,320.06,405.473331718036,Joined,Others,Others,1
687371-TAM,Female,57,No,Delhi,11,2,Deal 1,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,56.06226143919328,112.1245228783866,0.0,20,48.94,161.0645228783866,Joined,Others,Others,1
643634-PUN,Female,34,No,Gujarat,3,3,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.28574080726102,294.857222421783,0.0,0,63.17,358.0272224217831,Joined,Others,Others,1
481864-DEL,Female,70,No,West Bengal,3,3,Deal 5,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.92419270068316,242.7725781020495,46.57,0,395.12,591.3225781020494,Joined,Others,Others,1
364418-GUJ,Female,71,Yes,Kerala,6,2,Deal 1,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,84.17576553844852,168.351531076897,0.0,0,208.26,376.611531076897,Joined,Others,Others,1
364491-WES,Female,61,Yes,Karnataka,4,3,Deal 4,Yes,No,No,DSL,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.9899322861448,215.9697968584344,0.0,0,287.3,503.2697968584345,Joined,Others,Others,1
225607-WES,Female,50,No,Kerala,6,3,Deal 1,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,81.66024871774066,244.980746153222,0.0,0,306.61,551.590746153222,Joined,Others,Others,1
343722-TAM,Female,57,Yes,West Bengal,5,3,Deal 5,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,89.89314299046848,269.6794289714054,0.0,10,307.12,576.7994289714054,Joined,Others,Others,1
161748-GUJ,Female,59,Yes,Kerala,10,3,Deal 5,No,No,No,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.27848033848294,180.8354410154488,0.0,20,378.31,559.1454410154488,Joined,Others,Others,1
495252-GUJ,Female,70,Yes,West Bengal,0,1,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,77.50818134169168,77.50818134169168,0.0,10,73.19,150.6981813416917,Joined,Others,Others,1
444087-KAR,Female,20,No,Karnataka,3,2,Deal 3,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53.94584877382616,107.8916975476523,0.0,0,266.32,374.2116975476523,Joined,Others,Others,1
440641-KAR,Female,49,Yes,Gujarat,2,1,Deal 5,Yes,No,No,DSL,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Mailed Check,93.09994987660016,93.09994987660016,0.0,0,113.54,206.6399498766002,Joined,Others,Others,1
165350-KER,Female,64,No,Delhi,11,3,Deal 4,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,62.93444527017441,188.8033358105232,0.0,0,6.85,195.6533358105232,Joined,Others,Others,1
340678-TAM,Female,55,No,Delhi,14,1,Deal 1,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,80.36567188244757,80.36567188244757,0.0,0,351.57,431.9356718824475,Joined,Others,Others,1
975345-WES,Female,49,Yes,Rajasthan,10,3,Deal 2,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,52.83698506504662,158.5109551951398,0.0,0,169.06,327.5709551951398,Joined,Others,Others,1
277043-TAM,Female,25,No,Punjab,13,3,Deal 1,Yes,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.7275137547327,251.1825412641981,0.0,50,488.73,739.9125412641981,Joined,Others,Others,1
866412-WES,Female,65,Yes,Tamil Nadu,1,2,Deal 1,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.99990603046616,137.9998120609323,0.0,0,195.31,333.3098120609324,Joined,Others,Others,1
616939-GUJ,Female,36,No,Delhi,6,2,Deal 3,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,68.99525421498858,137.9905084299772,0.0,10,181.93,319.9205084299772,Joined,Others,Others,1
958686-KAR,Female,25,No,Rajasthan,11,3,Deal 4,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,96.5988502629566,289.7965507888698,0.0,10,356.77,646.5665507888698,Joined,Others,Others,1
476924-PUN,Female,23,No,Punjab,14,2,Deal 1,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,74.14080165433104,148.2816033086621,0.0,0,154.19,302.4716033086621,Joined,Others,Others,1
181015-KAR,Female,46,No,West Bengal,12,3,Deal 5,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,57.22152296952471,171.6645689085742,0.0,0,126.02,297.6845689085741,Joined,Others,Others,1
574706-WES,Female,59,No,Delhi,4,1,Deal 4,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.53670222489406,65.53670222489406,0.0,0,210.32,275.856702224894,Joined,Others,Others,1
493471-DEL,Female,71,Yes,Delhi,3,3,Deal 2,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.73930825786726,203.2179247736018,34.23,0,389.27,558.2579247736018,Joined,Others,Others,1
231401-KAR,Female,75,Yes,Maharashtra,5,1,Deal 1,No,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,54.46439356223257,54.46439356223257,0.0,0,306.46,360.9243935622325,Joined,Others,Others,1
949228-TAM,Female,37,Yes,Delhi,12,1,Deal 1,Yes,No,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,53.63537731162684,53.63537731162684,0.0,0,451.99,505.6253773116268,Joined,Others,Others,1
711340-PUN,Female,64,Yes,Rajasthan,13,1,Deal 5,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.39567246318499,56.39567246318499,10.9,0,217.92,263.415672463185,Joined,Others,Others,1
588075-TAM,Female,40,Yes,Rajasthan,1,2,Deal 1,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.62862837787311,139.2572567557462,0.0,10,380.86,520.1172567557462,Joined,Others,Others,1
955817-MAH,Female,84,Yes,Gujarat,5,2,Deal 4,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.7328875309148,205.4657750618296,0.0,0,9.16,214.6257750618296,Joined,Others,Others,1
688738-UPR,Female,77,No,Karnataka,13,3,Deal 1,Yes,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,69.24420252443595,207.7326075733078,0.0,0,21.17,228.9026075733079,Joined,Others,Others,1
921307-MAH,Female,80,No,Delhi,14,1,Deal 1,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.62882736200025,64.62882736200025,0.0,0,401.0,465.6288273620003,Joined,Others,Others,1
639538-RAJ,Female,33,No,West Bengal,4,2,Deal 4,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,71.16009496513945,142.3201899302789,0.0,10,169.6,311.9201899302789,Joined,Others,Others,1
640715-TAM,Female,33,Yes,Delhi,3,3,Deal 5,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,55.09207564255311,165.2762269276593,0.0,0,184.3,349.5762269276594,Joined,Others,Others,1
572919-TAM,Female,77,No,Karnataka,5,1,Deal 5,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.86143880975399,80.86143880975399,0.0,10,268.33,349.191438809754,Joined,Others,Others,1
824155-RAJ,Female,65,Yes,Punjab,1,1,Deal 3,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.90883334461101,71.90883334461101,0.0,0,189.41,261.318833344611,Joined,Others,Others,1
737816-RAJ,Female,49,No,Tamil Nadu,13,2,Deal 1,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,60.05085951516689,120.1017190303338,0.0,0,193.31,313.4117190303338,Joined,Others,Others,1
348342-MAH,Female,36,Yes,Delhi,3,1,Deal 1,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,56.08601402241492,56.08601402241492,0.0,0,185.68,241.7660140224149,Joined,Others,Others,1
902364-WES,Female,57,No,Kerala,1,3,Deal 5,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,One Year,No,Mailed Check,77.83927958156474,233.5178387446942,29.65,0,159.16,363.0278387446942,Joined,Others,Others,1
770655-UPR,Female,58,No,Tamil Nadu,6,3,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,73.83070391517055,221.4921117455116,0.0,0,249.35,470.8421117455116,Joined,Others,Others,1
941680-UPR,Female,71,Yes,Rajasthan,5,2,Deal 2,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.4761127766667,174.9522255533334,0.0,50,471.31,646.2622255533333,Joined,Others,Others,1
780917-GUJ,Female,73,No,Delhi,12,2,Deal 1,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Mailed Check,111.6698530567585,223.3397061135171,0.0,0,50.24,273.579706113517,Joined,Others,Others,1
358308-DEL,Female,72,Yes,Kerala,2,1,Deal 5,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,76.99267585302698,76.99267585302698,0.0,0,476.07,553.062675853027,Joined,Others,Others,1
913215-UPR,Female,18,No,Rajasthan,8,1,Deal 4,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,53.8685209713732,53.8685209713732,0.0,0,109.8,163.6685209713732,Joined,Others,Others,1
240689-TAM,Female,28,No,Karnataka,11,3,Deal 4,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,84.79743795316104,254.3923138594831,0.0,0,29.04,283.4323138594831,Joined,Others,Others,1
261298-PUN,Female,52,No,Punjab,1,1,Deal 1,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,81.48469107802585,81.48469107802585,0.0,0,105.22,186.7046910780258,Joined,Others,Others,1
230878-RAJ,Female,34,No,Punjab,5,2,Deal 1,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.21513244462551,152.430264889251,0.0,0,117.68,270.110264889251,Joined,Others,Others,1
373129-RAJ,Female,56,Yes,Kerala,13,1,Deal 4,Yes,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,79.69258263354054,79.69258263354054,0.0,0,216.18,295.8725826335406,Joined,Others,Others,1
495556-KAR,Female,74,Yes,Uttar Pradesh,1,2,Deal 5,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.12946078509809,132.2589215701962,0.0,0,351.46,483.7189215701961,Joined,Others,Others,1
745615-DEL,Female,22,Yes,Karnataka,5,3,Deal 1,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,67.81280774662996,203.4384232398898,0.0,0,8.89,212.3284232398898,Joined,Others,Others,1
455642-TAM,Female,55,Yes,Gujarat,0,3,Deal 4,Yes,No,No,DSL,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,84.8529427271827,254.5588281815481,0.0,0,99.36,353.9188281815481,Joined,Others,Others,1
891392-WES,Female,22,No,Kerala,1,1,Deal 4,Yes,No,No,DSL,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.50157180015886,73.50157180015886,0.0,20,23.78,97.28157180015886,Joined,Others,Others,1
362063-PUN,Female,67,No,Delhi,13,2,Deal 1,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.56147834072647,133.1229566814529,0.0,10,252.0,385.1229566814529,Joined,Others,Others,1
523380-KAR,Female,82,Yes,West Bengal,13,2,Deal 5,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.748642521163,133.497285042326,0.0,0,5.73,139.227285042326,Joined,Others,Others,1
809173-RAJ,Female,52,Yes,Rajasthan,11,3,Deal 1,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,47.34168760841334,142.02506282524,0.0,50,466.56,608.58506282524,Joined,Others,Others,1
933230-DEL,Female,32,No,Rajasthan,14,3,Deal 5,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,49.59818537216849,148.7945561165055,0.0,20,417.29,566.0845561165055,Joined,Others,Others,1
496681-RAJ,Female,75,Yes,Gujarat,1,3,Deal 5,Yes,No,No,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,58.92213883558599,176.766416506758,0.0,0,178.11,354.876416506758,Joined,Others,Others,1
